דרך,כיוון,שנה,חודש,ממוצע יומי באלפים,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
דרך 4 קטע 282 מק''מ 230.5 עד ק''מ 234.5 מצומת עכו (מזרח) עד צומת שמרת מקום הצבה 231.3,2,2021,10,30.7,363,214,153,133,246,818,1895,2082,2082,1761,1598,1721,1748,1765,1915,2059,1933,1650,1555,1489,1221,900,743,624
דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,דרך: דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,0,2017,6,58.7,971,517,333,288,400,1272,2836,3569,3250,2942,2993,3142,3318,3606,3633,4049,3851,3532,3154,2960,2533,2126,1842,1566
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,1,2017,6,29.0,416,230,149,134,238,813,1848,2147,1911,1608,1537,1473,1578,1700,1759,1871,1666,1497,1367,1337,1144,979,828,727
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,2,2017,6,29.7,555,287,184,154,162,458,988,1422,1339,1334,1456,1669,1740,1906,1874,2178,2185,2035,1787,1622,1389,1146,1014,839
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,0,2018,12,57.4,586,358,273,264,466,1505,3017,3554,3375,3039,3046,3245,3412,3716,3895,4051,3598,3357,3262,2838,2270,1831,1470,1004
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,1,2018,12,28.5,238,148,125,141,307,1021,1961,2090,1936,1667,1575,1621,1689,1796,1840,1931,1651,1373,1303,1223,1005,807,649,428
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,2,2018,12,28.9,348,211,148,124,159,484,1056,1464,1439,1372,1471,1624,1723,1920,2055,2120,1946,1985,1959,1615,1265,1023,821,576
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,0,2019,7,60.2,837,496,327,291,552,1845,3139,3549,3215,3093,3148,3404,3503,3497,3697,3853,3569,3455,3253,3037,2751,2323,1949,1416
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,1,2019,7,30.3,388,237,162,152,339,1246,1994,2119,1787,1641,1567,1664,1693,1741,1818,1864,1594,1525,1373,1347,1289,1124,969,700
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,2,2019,7,29.9,448,259,165,138,213,599,1145,1430,1427,1452,1581,1740,1810,1756,1879,1989,1975,1930,1880,1689,1462,1200,980,716
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,0,2020,7,53.4,618,336,216,207,535,1612,2668,3242,3215,2820,2662,2778,3001,3284,3619,3674,3530,3376,2974,2537,2148,1807,1479,1105
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,1,2020,7,24.4,322,177,115,85,111,282,655,1118,1243,1173,1245,1373,1527,1747,1948,1902,1751,1701,1535,1284,1048,858,670,551
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,2,2020,7,29.0,295,159,101,122,424,1330,2013,2124,1972,1647,1418,1405,1474,1537,1671,1771,1779,1675,1439,1253,1100,949,809,554
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,0,2021,10,69.1,1028,604,408,320,466,1304,3252,3879,3932,3622,3526,3706,3907,4152,4485,4864,4841,4202,4009,3669,3026,2309,1979,1612
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,1,2021,10,34.3,603,357,236,170,182,372,1126,1563,1613,1634,1654,1773,1945,2127,2317,2520,2590,2335,2256,1981,1644,1296,1136,911
דרך 4 קטע 290 מק''מ 234.5 עד ק''מ 240.3 מצומת שמרת עד צומת נהרייה מקום הצבה 234.7,2,2021,10,34.8,424,247,171,150,284,932,2126,2317,2319,1989,1872,1933,1962,2024,2167,2344,2250,1867,1753,1688,1383,1013,843,701
דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,דרך: דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,0,2017,1,40.5,563,341,232,203,293,838,1838,2355,2318,2229,2197,2292,2330,2379,2610,2749,2648,2497,2406,2133,1758,1333,1040,881
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,1,2017,1,22.1,337,206,136,115,165,369,977,1388,1342,1197,1216,1239,1266,1301,1394,1466,1366,1287,1271,1155,992,774,607,495
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,2,2017,1,18.4,226,135,96,88,128,468,862,967,976,1032,982,1053,1064,1078,1215,1283,1282,1210,1136,978,766,559,433,386
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,0,2018,4,45.6,583,366,268,259,441,1249,2387,2743,2584,2462,2543,2658,2722,2691,2853,2947,2999,2886,2507,2047,1829,1543,1153,871
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,1,2018,4,23.6,335,204,148,133,208,539,1219,1565,1433,1260,1291,1345,1337,1337,1451,1457,1509,1578,1343,1088,922,780,597,475
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,2,2018,4,22.0,248,162,120,126,234,710,1168,1178,1151,1201,1252,1313,1384,1354,1402,1490,1490,1308,1164,959,907,762,555,396
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,0,2019,7,48.3,808,500,352,314,529,1465,2485,2679,2745,2624,2680,2707,2670,2712,2816,2926,2973,2896,2568,2200,2062,1909,1471,1162
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,1,2019,7,25.9,526,308,215,188,264,680,1321,1511,1548,1389,1434,1430,1391,1417,1482,1510,1540,1556,1419,1167,1096,1033,785,675
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,2,2019,7,22.4,282,191,137,125,265,785,1164,1168,1198,1235,1246,1277,1279,1295,1334,1416,1432,1340,1149,1033,966,876,686,487
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,0,2020,3,35.8,531,302,201,149,227,582,1616,2040,1864,1835,1896,1981,2118,2246,2349,2326,2520,2561,2151,1872,1593,1188,915,755
דרך 4 קטע 30 מק''מ 64.6 עד ק''מ 65.8 מצומת ברכיה עד צומת אבא הלל מקום הצבה 65.6,1,2020,3,17.9,265,151,100,75,114,291,808,1020,932,918,948,990,1059,1123,1174,1163,1260,1281,1075,936,797,594,457,378
דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2,דרך: דרך 4 קטע 300 מק''מ 240.3 עד ק''מ 244.4 מצומת נהרייה עד כניסה לחוף אכזיב מקום הצבה 244.2
